S.No,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of votes
18,NARAYAN PRABHAKAR ANKUSHE,Bharatheeya Jawan Kisan Party,1279,5,1284,0.09
19,BHOR VIKAS ROHIDAS,Independent,1145,2,1147,0.08
20,DADA ALIAS VIKAS SURESH KASBE,Independent,1105,1,1106,0.08
21,SURAJ CHANDRAKANT GAIKWAD,Independent,936,2,938,0.07
22,SWAPNIL DHANAJI LONDHE,Bhim Sena,913,1,914,0.07
23,AMAR MACHINDRA BORHADE,Independent,887,1,888,0.06
24,RAVINDRA MOTIRAM SIRSAM,Independent,870,0,870,0.06
25,TUKARAM NAMDEO DAPHAL,Sainik Samaj Party,862,20,882,0.06
26,PANDURANG BHAGWAN WAGHOLE,Independent,818,1,819,0.06
27,SANJAY LAXMAN PADWAL,Bhartiya Navjawan Sena (Paksha),779,5,784,0.06
28,HARIDAS CHANDAR BHISE,Bharatiya Lokvikas Party,721,2,723,0.05
29,SALIM BABA SAYYAD,Independent,671,0,671,0.05
30,PRAKASH SUKHADEO JAMDHADE,Independent,602,1,603,0.04
31,WAKHARE PRADIP PANDURANG,Independent,574,0,574,0.04
32,RAHUL ARJUN HORE,Independent,526,0,526,0.04
33,NOTA,None of the Above,9634,27,9661,0.7
1,NILESH DNYANDEV LANKE,Nationalist Congress Party – Sharadchandra Pawar,622144,2653,624797,47.14
2,DR. SUJAY RADHAKRISHNA VIKHEPATIL,Bharatiya Janata Party,593568,2300,595868,44.95
3,ALEKAR GORAKH DASHRATH,Independent,44582,15,44597,3.36
4,DEELIP KONDIBA KHEDKAR,Vanchit Bahujan Aaghadi,13689,60,13749,1.04
5,AMOL VILAS PACHUNDKAR,Independent,5491,2,5493,0.41
6,BHAGWAT DHONDIBA GAIKWAD,Samata Party,4941,3,4944,0.37
7,UMASHANKAR SHYAMBABU YADAV,Bahujan Samaj Party,4509,30,4539,0.34
8,ADV. JAMIR SHAIKH,Independent,3934,1,3935,0.3
9,AARTI KISHORKUMAR HALDAR,Prabuddha Republican Party,3790,9,3799,0.29
10,NAVSHAD MUNSILAL SHAIKH,Independent,2226,0,2226,0.17
11,SURYABHAN (ALIAS SURESH) DATTATRAYA LAMBE,Independent,2092,0,2092,0.16
12,KALIRAM BAHIRU POPALGHAT,Bhartiya Navjawan Sena (Paksha),1975,6,1981,0.15
13,GAVADE MACCHINDRA RADHAKISAN,Independent,1940,1,1941,0.15
14,PRAVIN SUBHASH DALVI,Independent,1896,2,1898,0.14
15,MADAN KANIFNATH SONVANE,Right to Recall Party,1445,6,1451,0.11
16,DR. KAILASH NIVRUTTI JADHAV,Maharashtra Vikas Aghadi,1425,10,1435,0.11
17,KOTHARI RAVINDRA LILACHAND,Rashtriya Janmanch (Secular),1330,3,1333,0.1
18,ADV. SHIVAJIRAO WAMAN DAMALE (EX. SGT OF IAF),Sainik Samaj Party,1093,11,1104,0.08
19,GANGADHAR HARIBHAU KOLEKAR,Independent,1059,0,1059,0.08
20,DATTATRAY APPA WAGHMODE,Rashtriya Jankranti Party,868,5,873,0.07
21,WABLE BHAUSAHEB BAPURAO,Bharatheeya Jawan Kisan Party,790,11,801,0.06
22,SHEKATKAR ANIL GANPAT,Independent,702,0,702,0.05
23,ADV. MAHENDRA DADASAHEB SHINDE,Independent,674,1,675,0.05
24,BILAL GAFUR SHAIKH,Independent,531,0,531,0.04
25,RAOSAHEB SHANKAR KALE,Independent,370,2,372,0.03
26,NOTA,None of the Above,3254,28,3282,0.25
1,BHAUSAHEB RAJARAM WAKCHAURE,Shiv Sena (Uddhav Balasaheb Thackrey),475637,1263,476900,45.0
2,LOKHANDE SADASHIV KISAN,Shiv Sena,425498,873,426371,40.23
3,UTKARSHA PREMANAND RUPWATE,Vanchit Bahujan Aaghadi,90748,181,90929,8.58
4,BHAUSAHEB RAMNATH WAKCHAURE,Independent,13973,33,14006,1.32
5,RAMCHANDRA NAMDEV JADHAV,Bahujan Samaj Party,7000,40,7040,0.66
6,RAVINDRA KALLAYYA SWAMY,Independent,5536,1,5537,0.52
7,ABHIJEET ASHOKRAO POTE,Independent,4761,15,4776,0.45
8,BHARAT SAMBHAJI BHOSLE,Samata Party,3395,8,3403,0.32
9,SATISH BHIVA PAWAR,Independent,2765,6,2771,0.26
10,GANGADHAR RAJARAM KADAM,Independent,2743,14,2757,0.26
11,BAGUL GORAKSHA TANHAJI,Independent,2658,2,2660,0.25
12,PRASHANT VASANT NIKAM,Independent,2542,3,2545,0.24
13,ADV NITIN DADAHARI POL,Bahujan Bharat Party,2517,15,2532,0.24
14,RAJENDRA RATNAKAR WAGHMARE,Rashtriya Jankranti Party,2500,5,2505,0.24
15,ADV SIDHARTH DEEPAK BODHAK,Independent,2202,2,2204,0.21
16,CHANDRAKANT SAMBHAJI DONDE,Independent,2074,6,2080,0.2
17,ASHOK RAMCHANDRA ALHAT,Independent,1794,4,1798,0.17
18,KHAJEKAR VIJAYRAO GOVINDRAO,Independent,1555,2,1557,0.15
19,KHARAT NACHIKET RAGHUNATH,Independent,1146,4,1150,0.11
20,SANJAY POPAT BHALERAO,Independent,958,5,963,0.09
21,NOTA,None of the Above,5326,54,5380,0.51
1,BAJRANG MANOHAR SONWANE,Nationalist Congress Party – Sharadchandra Pawar,682532,1418,683950,44.93
2,PANKAJA GOPINATHRAO MUNDE,Bharatiya Janata Party,675349,2048,677397,44.5
3,ASHOK BHAGOJI THORAT,Bahujan Maha Party,54829,21,54850,3.6
4,ASHOK SUKHDEV HINGE,Vanchit Bahujan Aaghadi,50741,126,50867,3.34
5,SHAIKH TOUSIF ABDUL SATTAR,Independent,9472,0,9472,0.62
6,DR. SIDDHARTH RAJENDRA TAKANKAR,Bahujan Samaj Party,5092,19,5111,0.34
7,SHAMSHER KHAN SAHEB KHAN PATHAN,Independent,4704,0,4704,0.31
8,JAVED SIKANDAR MOMIN,Independent,2662,0,2662,0.17
9,NAZEM KHAN JABBAR KHAN PATHAN,Independent,2586,0,2586,0.17
10,GOKUL BAPURAO SAWASE,Independent,2576,1,2577,0.17
11,GAFFARKHAN JABBARKHAN PATHAN,Independent,2561,2,2563,0.17
12,DATTA SUDAM GAIKWAD,Independent,2130,0,2130,0.14
13,SATISH PADMAKAR KAPSE,Independent,2098,1,2099,0.14
14,KARUNA DHANANJAY MUNDE,Swarajya Shakti Sena,1594,5,1599,0.11
15,DR. SHRIRAM VITTHALRAO KHALGE,Independent,1512,0,1512,0.1
16,ADV. GANESH NAVNATHRAO KARANDE,Independent,1506,2,1508,0.1
17,SHITAL SHIVAJI DHONDRE,Independent,1302,1,1303,0.09
18,SHAIKH YASHED SHAIKH TAYYAB,Independent,1258,0,1258,0.08
19,JAWED SALEEM SYED,Tipu Sultan Party,972,6,978,0.06
20,PRAKASH BHAGWANRAO SOLANKE,Independent,885,1,886,0.06
21,CHANDRAKANT KUMAR HAJARE,Maharashtra Vikas Aghadi,800,3,803,0.05
22,SALAUDDIN KHAN PATHAN,Independent,724,0,724,0.05
23,KASPATE GANESH VYANKATRAO,Independent,719,0,719,0.05
24,MUBEEN ZUBERI ZAHEER UL AFAQUE,Independent,675,1,676,0.04
25,WASIM SHAIKH SALIM SHAIKH,Independent,579,1,580,0.04
26,SHAIKH EJAJ SHAIKH UMAR,Independent,550,0,550,0.04
27,SHESHERAO CHOKHOBA VEER,Prabuddha Republican Party,537,0,537,0.04
28,TATE MAHENDRA ASHOK,Ambedkarist Republican Party,531,2,533,0.04
29,MUSTAFA MAINODDIN SHAIKH,Independent,531,0,531,0.03
30,SULEMAN KHAIRODDIN MOHMMAD,Independent,522,0,522,0.03
31,HIDAYAT SADEKH ALI SYED,Independent,448,0,448,0.03
32,RAJENDRA ACHYUTRAO HOKE,Independent,427,0,427,0.03
33,ADV. MANIK BANSI AADMANE,Bahujan Republican Socialist Party,425,1,426,0.03
34,VACHISHT UDDHAV KUTE,Independent,414,0,414,0.03
35,ADV. SHARAD BAHINAJI KAMBLE,All India National Raksha Sena,393,3,396,0.03
36,BHASKAR BANSIDHARRAO KHANDE,Independent,390,0,390,0.03
37,RAHEMAN BAHODDIN SAYYED,Independent,384,0,384,0.03
38,LAXMIBAI BAJIRAO MORE,Independent,382,0,382,0.03
39,SYED MINHAJ ALI,Independent,310,0,310,0.02
40,SALIM ALLABAKSHA SAYYAD,Independent,238,0,238,0.02
41,SADEK IBRAHIM SHAIKH,Independent,206,0,206,0.01
42,NOTA,None of the Above,2068,19,2087,0.14
1,KHADSE RAKSHA NIKHIL,Bharatiya Janata Party,629558,1321,630879,53.84
2,SHRIRAM DAYARAM PATIL,Nationalist Congress Party – Sharadchandra Pawar,358030,666,358696,30.61
3,ER. SANJAY PANDIT BRAMHANE,Vanchit Bahujan Aaghadi,59001,119,59120,5.05
4,EKNATH NAGO SALUNKE,Independent,43957,25,43982,3.75
5,GULAB DAYARAM BHIL,Bharat Adivasi Party,9622,22,9644,0.82
6,MAMTA ALIAS MUMTAJ BHIKARI TADVI,Independent,7874,10,7884,0.67
7,VIJAY RAMKRUSHNA KALE,Bahujan Samaj Party,7551,26,7577,0.65
8,VASANT SHANKAR KOLTE,Independent,6713,5,6718,0.57
9,PRAVIN LAXMAN PATIL,Independent,6087,5,6092,0.52
10,YUVRAJ DEVSING BARELA,Independent,5131,4,5135,0.44
11,ASHOK BABURAO JADHAV,Peoples Party of India (Democratic),4686,4,4690,0.4
12,SHRIRAM SITARAM PATIL,Independent,4264,5,4269,0.36
13,JITENDRA PANDURANG PATIL,Independent,3582,5,3587,0.31
14,SANJAY PRALHAD KANDELKAR,Independent,2954,7,2961,0.25
15,SAGAR PRABHAKAR PATIL,Independent,2932,3,2935,0.25
16,SANJAYKUMAR LAXMAN WANKHEDE,Republican Party of India (Social),2277,5,2282,0.19
17,ANIL PITAMBAR WAGH (SIR),Independent,2265,13,2278,0.19
18,PROF. DR. ASHISH SUBHASH JADHAV,Independent,1919,8,1927,0.16
19,BHIVRAJ RAMDAS RAYSINGE,Independent,1807,2,1809,0.15
20,KOMALBAI BAPURAO PATIL,Independent,1424,5,1429,0.12
21,SHAIKH AABID SHAIKH BASHIR,Independent,1035,5,1040,0.09
22,AMIT HARIBHAU KOLTE,Independent,980,1,981,0.08
23,DR. YOGENDRA VITTHAL KOLTE,Independent,900,2,902,0.08
24,SHRIRAM OMKAR PATIL,Independent,743,6,749,0.06
25,NOTA,None of the Above,4073,27,4100,0.35
1,OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,Shiv Sena (Uddhav Balasaheb Thackrey),743597,5155,748752,58.45
2,ARCHANA RANAJAGJITSINH PATIL,Nationalist Congress Party,416699,2207,418906,32.7
3,ANDHALKAR BHAUSAHEB RAOSAHEB,Vanchit Bahujan Aaghadi,33221,181,33402,2.61
4,GOVARDHAN SUBRAO NIMBALKAR,Independent,18947,19,18966,1.48
5,DNYANESHWAR NAGANATHRAO KOLI,Samata Party,6459,13,6472,0.51
6,KAKASAHEB SANDIPAN KHOT,Independent,5707,8,5715,0.45
7,SANJAYKUMAR BHAGWAT WAGHMARE,Bahujan Samaj Party,5525,90,5615,0.44
8,KAKA FULCHAND KAMBLE,Independent,4807,4,4811,0.38
9,RAM HANUMANT SHENDAGE,Independent,3255,8,3263,0.25
10,UMAJI PANDURANG GAIKWAD,Independent,3089,6,3095,0.24
11,GORE NETAJI NAGNATH,Desh Janhit Party,2314,22,2336,0.18
12,HANUMANT LAXMAN BONDAR,Independent,2170,2,2172,0.17
13,NAVNATH DASHRATH UPALEKAR,Independent,2099,9,2108,0.16
14,SIDDIK IBRAHIM BAUDIWALE ALIAS GOLABHAI,All India Majlis-E-Ittehadul Muslimeen,2052,8,2060,0.16
15,ARJUN (DADA) SALGAR,Independent,1923,12,1935,0.15
16,ARYANRAJE KISANRAO SHINDE,Rashtriya Samaj Dal (R),1852,35,1887,0.15
17,SHAIKH NAUSHAD IQBAL,Swarajya Shakti Sena,1671,15,1686,0.13
18,SHAMRAO HARIBHAU PAWAR,Samnak Janta Party,1492,17,1509,0.12
19,YOGIRAJ ANANTA TAMBE,Independent,1326,10,1336,0.1
20,SOMNATH NANASAHEB KAMBLE,Independent,1262,6,1268,0.1
21,BHORE NITIN KHANDU,Independent,1195,9,1204,0.09
22,MANOHAR ANANDRAO PATIL,Independent,1182,8,1190,0.09
23,NAVNATH VISHWANATH DUDHAL,Vishva Shakti Party,1123,12,1135,0.09
24,NITESH SHIVAJI PAWAR,Hindrashtra Sangh,1060,19,1079,0.08
25,ADV. VISHVJEET VIJAYKUMAR SHINDE,Aadarsh Sangram Party,855,10,865,0.07
26,SHAYANI NAVANATH JADHAV,Independent,779,3,782,0.06
27,NITIN NAGNATH GAIKWAD,Independent,729,2,731,0.06
28,ADV. BHAUSAHEB ANIL BELURE,Independent,675,2,677,0.05
29,VILAS BHAGWAT GHADGE,Independent,604,6,610,0.05
30,SAMEERSINGH RAMESHCHANDRA SALVI,Independent,591,3,594,0.05
31,RAJKUMAR SAHEBRAO PATIL,Independent,589,4,593,0.05
32,NOTA,None of the Above,4250,48,4298,0.34
1,DR. KALGE SHIVAJI BANDAPPA,Indian National Congress,607030,1991,609021,49.15
2,SUDHAKAR TUKARAM SHRANGARE,Bharatiya Janata Party,545240,1900,547140,44.16
3,NARSINGRAO UDGIRKAR,Vanchit Bahujan Aaghadi,42104,121,42225,3.41
4,ATITHI KHANDERAO SURYVANSHI,Swarajya Shakti Sena,5150,28,5178,0.42
5,ALTE VISHWANATH MAHADEV,Bahujan Samaj Party,5081,40,5121,0.41
6,KAMANT MACHHINDRA GUNWANTRAO,Bahujan Bharat Party,2249,20,2269,0.18
7,ABHANG GANGARAM SURYAWANSHI,Independent,2102,0,2102,0.17
8,DATTU SOPAN NARSINGE,Independent,2000,2,2002,0.16
9,DEEPAK KEDAR,Independent,1712,14,1726,0.14
10,UMESH AMBADAS KAMBLE,Independent,1683,8,1691,0.14
11,BANSODE RAGHUNATH WAGHOJI,Independent,1596,4,1600,0.13
12,BHARAT HARIBA NANAWARE,Peoples Party of India (Democratic),1442,7,1449,0.12
13,SHRIKANT BABURAO HOVAL,Bahujan Mukti Party,1380,2,1382,0.11
14,PRAVIN MADHAV JOHARE,Swarajya Sena (Maharashtra),1268,5,1273,0.1
15,PANCHSHIL VIKRAM KAMBLE,Independent,1232,9,1241,0.1
16,SHANKAR HARI TADAKHE,Baliraja Party,1126,2,1128,0.09
17,AMOL MALU HANMANTE,Independent,1094,5,1099,0.09
18,ADV. KASBEKAR SHRIDHAR LIMBAJI,Rashtriya Sant Sandesh Party,987,7,994,0.08
19,BALAJI SHESHRAO BANSODE,Independent,953,1,954,0.08
20,BHIKAJI GANGARAM JADHAV,Kranti Kari Jai Hind Sena,863,3,866,0.07
21,VIKAS KONDIBA SHINDE,Maharashtra Vikas Aghadi,793,8,801,0.06
22,LAKHAN RAJARAM KAMBLE,Rashtriy Bahujan Party,790,5,795,0.06
23,BALAJI TUKARAM GAIKWAD,Bharat Peoples Sena,679,4,683,0.06
24,SUDHAKAR TUKARAM SURYAWANSHI,Independent,617,3,620,0.05
25,PAPITA RAOSAHEB RANDIVE,Independent,576,5,581,0.05
26,ADV. PRADIP S. CHINCHOLIKAR,Independent,528,5,533,0.04
27,MUKESH GOVINDRAO GHODAKE,Independent,524,1,525,0.04
28,PANKAJ GOPALRAO WAKHARADAKAR,Independent,512,1,513,0.04
29,NOTA,None of the Above,3542,25,3567,0.29
1,PRANITI SUSHILKUMAR SHINDE,Indian National Congress,618350,1875,620225,51.49
2,RAM VITTHAL SATPUTE,Bharatiya Janata Party,544770,1258,546028,45.33
3,AATISH MOHAN BANSODE,Independent,10493,14,10507,0.87
4,BABLU SIDRAM GAIKWAD,Bahujan Samaj Party,5236,32,5268,0.44
5,SHRIVIDYADURGADEVI MAULAPPA KURANE,Independent,3489,4,3493,0.29
6,RAMESH BHIMRAO SHIKHARE,Independent,3146,0,3146,0.26
7,PROF DR ARJUN GENA OHOL,Bahujan Mukti Party,2651,3,2654,0.22
8,BHANTENAAGAMURTI MOULAPPA KURANE,Independent,1547,7,1554,0.13
9,SUNILKUMAR TUKARAM SHINDE,Independent,1478,2,1480,0.12
10,YUGANDHAR CHANDRAKANT THOKALE,Peoples Party of India (Democratic),1125,0,1125,0.09
11,PARMESHWAR PANDURANG GEJAGE,Independent,885,1,886,0.07
12,ADV VIKRAM UTTAM KASABE,Independent,843,3,846,0.07
13,UGHADE VIJAYKUMAR BHAGWAN,Independent,832,1,833,0.07
14,KUMAR CHANDRAKANT LONDHE,Baliraja Party,678,1,679,0.06
15,KRISHNA NAGNATH BHISE,Independent,561,1,562,0.05
16,ANNA SUKHADEV MASKE,Independent,496,5,501,0.04
17,MAHASIDDHA TUKARAM GAYAKWAD,Independent,406,3,409,0.03
18,SUDARSHAN RAYCHAND KHANDARE,Independent,400,1,401,0.03
19,SONAVANE SHIVAJI CHANDRAKANT,Independent,394,0,394,0.03
20,SACHIN SHAHU MASKE,Independent,389,0,389,0.03
21,PROF. DR. SUBHASH KHANDERAO GAIKWAD,Independent,379,1,380,0.03
22,NOTA,None of the Above,2713,12,2725,0.23
1,MOHITE-PATIL DHAIRYASHEEL RAJSINH,Nationalist Congress Party – Sharadchandra Pawar,618566,3647,622213,48.86
2,RANJEETSINGH HINDURAO NAIK NIMBALKAR,Bharatiya Janata Party,499171,2205,501376,39.37
3,ER. RAMCHANDRA MAYAPPA GHUTUKADE,New Rashtriya Samaj Party,58344,77,58421,4.59
4,BARASKAR RAMESH NAGNATH,Vanchit Bahujan Aaghadi,20519,85,20604,1.62
5,JANKAR SWARUP DADA,Bahujan Samaj Party,7036,58,7094,0.56
6,HAKE LAXMAN SOPAN,Independent,5083,51,5134,0.4
7,SITARAM VITTHAL RANDIVE,Independent,4980,6,4986,0.39
8,DHANAJI SHRIPATI MASKE,Independent,4433,0,4433,0.35
9,BICHUKALE SANTOSH BALASAHEB,Republican Party of India (A),4039,7,4046,0.32
10,SAWANT RAHUL SHASHIKANT,Independent,3903,6,3909,0.31
11,AWARE SIDDHESHWAR BHARAT,All India Forward Bloc,3058,9,3067,0.24
12,HANUMANT NARAYAN MANE,Independent,2862,2,2864,0.22
13,NANDU SAMBHAJI MORE,Independent,2686,1,2687,0.21
14,NAVANATH BIRA MADANE,Independent,2434,1,2435,0.19
15,GIRISH PRABHAKAR SHETE,Independent,2380,3,2383,0.19
16,ADV. JORE SACHIN BHASKAR,Independent,2344,3,2347,0.18
17,NANASAHEB RAMHARI YADAV,Independent,2213,1,2214,0.17
18,KIRAN TANAJI SATHE,Independent,2167,8,2175,0.17
19,BHAUSAHEB SUKHADEV LIGADE,Independent,2034,18,2052,0.16
20,ER. BALIRAM SUKHADEV MORE,Independent,1952,1,1953,0.15
21,KHARAT SANDIP JANARADHAN,Independent,1746,9,1755,0.14
22,NARAYAN TATOBA KALEL,Independent,1557,3,1560,0.12
23,KASHINATH KISAN DEOKATE,Independent,1276,3,1279,0.1
24,GOPAL YESHVANT JADHAV,Bharatheeya Jawan Kisan Party,1273,16,1289,0.1
25,SATYAWAN VIJAY OMBASE,Swarajya Sena (Maharashtra),1254,6,1260,0.1
26,SITAPURE VINOD DILIP,Independent,1190,1,1191,0.09
27,ASHOK DNYANDEV WAGHMODE,Independent,984,5,989,0.08
28,ANIL BHAGAVAN SHEDAGE,Independent,977,5,982,0.08
29,AMOL MADHUKAR KARADE,Independent,900,3,903,0.07
30,RASHID ISMAIL SHAIKH,Independent,842,1,843,0.07
31,MORE ROHIT RAMKRUSHNA,Independent,669,2,671,0.05
32,SARADE GANESH NAVNATH,Independent,598,3,601,0.05
33,NOTA,None of the Above,3655,47,3702,0.29
1,VISHAL (DADA) PRAKASHBAPU PATIL,Independent,569651,2015,571666,48.91
2,SANJAY (KAKA) PATIL,Bharatiya Janata Party,469392,2221,471613,40.35
3,CHANDRAHAR SUBHASH PATIL,Shiv Sena (Uddhav Balasaheb Thackrey),60115,745,60860,5.21
4,ALLAUDDIN HAYATCHAND KAZI,Independent,9269,13,9282,0.79
5,PRAKASH SHIVAJIRAO SHENDGE,Independent,8150,101,8251,0.71
6,PANDURANG RAOSAHEB BHOSALE,Bharatheeya Jawan Kisan Party,5518,47,5565,0.48
7,TIPUSULATAN SIKANDAR PATAVEGAR,Bahujan Samaj Party,5502,58,5560,0.48
8,MAHESH YASHWANT KHARADE,Swabhimani Paksha,5491,30,5521,0.47
9,RAVINDRA CHANDAR SOLANKAR,Independent,3649,9,3658,0.31
10,ANAND SHANKAR NALAGE,Baliraja Party,3531,9,3540,0.3
11,SHASHIKANT GAUTAM DESHMUKH,Independent,3143,12,3155,0.27
12,SATISH LALITA KRISHNA KADAM,Hindustan Janta Party,2851,8,2859,0.24
13,SUWARNATAI SUDHAKAR GAYAKWAD,Independent,1925,12,1937,0.17
14,DATTATRAY PANDIT PATIL,Independent,1468,1,1469,0.13
15,TOUHID ILAHI MOMIN,Independent,1460,0,1460,0.12
16,AJIT DHANAJI KHANDARE,Independent,1380,18,1398,0.12
17,BANDAGAR NANASO BALASO,Independent,1292,8,1300,0.11
18,JALINDAR MACHINDRA THOMAKE,Independent,1257,3,1260,0.11
19,SANGRAM RAJARAM MORE,Independent,1004,7,1011,0.09
20,DR AKASH VHATKAR,Independent,803,11,814,0.07
21,NOTA,None of the Above,6512,53,6565,0.56
1,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Bharatiya Janata Party,568749,2385,571134,47.67
2,SHASHIKANT JAYVANTRAO SHINDE,Nationalist Congress Party – Sharadchandra Pawar,536475,1888,538363,44.94
3,GADE SANJAY KONDIBA,Independent,37035,27,37062,3.09
4,KADAM PRASHANT RAGHUNATH,Vanchit Bahujan Aaghadi,11878,34,11912,0.99
5,ANAND RAMESH THORWADE,Bahujan Samaj Party,6432,53,6485,0.54
6,KORDE SURESHRAO DINKAR,Independent,4699,13,4712,0.39
7,MARUTI DHONDIRAM JANKAR,Independent,3944,7,3951,0.33
8,SEEMA SUNIL POTDAR,Independent,3458,0,3458,0.29
9,VISHWAJIT PATIL UNDALKAR,Independent,3432,6,3438,0.29
10,NIVRUTTI KERU SHINDE,Independent,2666,8,2674,0.22
11,SAYAJI GANPAT WAGHMARE,Bahujan Republican Socialist Party,2490,11,2501,0.21
12,SACHIN SUBHASH MAHAJAN,Independent,2010,5,2015,0.17
13,DR ABHIJEET WAMANRAO AWADE BICHUKALE,Independent,1388,7,1395,0.12
14,TUSHAR VIJAY MOTLING,Bahujan Mukti Party,1296,5,1301,0.11
15,PRATIBHA SHELAR,Independent,1104,19,1123,0.09
16,BAGAL SADASHIV SAHEBRAO,Independent,955,3,958,0.08
17,NOTA,None of the Above,5476,46,5522,0.46
1,NARAYAN TATU RANE,Bharatiya Janata Party,445339,3175,448514,49.07
2,VINAYAK BHAURAO RAUT,Shiv Sena (Uddhav Balasaheb Thackrey),396524,4132,400656,43.83
3,VINAYAK LAVU RAUT,Independent,15769,57,15826,1.73
4,MARUTI RAMACHANDRA JOSHI,Vanchit Bahujan Aaghadi,9873,166,10039,1.1
5,AAYARE RAJENDRA LAHU,Bahujan Samaj Party,7796,60,7856,0.86
6,SHAKIL SAWANT,Independent,6373,22,6395,0.7
7,TAMBADE AMRUT ANANT (RAJAPURKAR),Independent,5563,19,5582,0.61
8,ASHOK GANGARAM PAWAR,Bahujan Mukti Party,5244,36,5280,0.58
9,SURESH GOVINDRAO SHINDE,Sainik Samaj Party,2209,38,2247,0.25
10,NOTA,None of the Above,11516,127,11643,1.27
1,CHHATRAPATI SHAHU SHAHAJI,Indian National Congress,750323,4199,754522,54.15
2,SANJAY SADASHIVRAO MANDLIK,Shiv Sena,597014,2544,599558,43.03
3,SANJAY BHIKAJI MAGADE,Bahujan Samaj Party,3946,56,4002,0.29
4,MUSHTAK AJIJ MULLA,Independent,3822,2,3824,0.27
5,MADHURI RAJU JADHAV,Independent,3503,5,3508,0.25
6,KHADE BAJIRAO NANASO,Independent,3497,15,3512,0.25
7,KRUSHNABAI DIPAK CHOUGALE,Independent,3045,18,3063,0.22
8,KOGALE SANDEEP BHAIRAVNATH,Desh Janhit Party,2952,23,2975,0.21
9,ADV. YASH SUHAS HEGDEPATIL,Independent,2457,2,2459,0.18
10,NAGNATH PUNDALIK BENAKE,Independent,1215,12,1227,0.09
11,RAJANDARA BALASO KOLI,Independent,1029,15,1044,0.07
12,B. T. PATIL (EX SERVICEMAN),Bharatheeya Jawan Kisan Party,1011,96,1107,0.08
13,SUBHASH VAIJU DESAI,Independent,847,2,849,0.06
14,MANGESH JAYSINGH PATIL,Independent,647,6,653,0.05
15,SHASHIBHUSHAN JEEVANRAO DESAI,Akhil Bharat Hindu Mahasabha,636,15,651,0.05
16,SANTOSH GANPATI BISURE,Apni Prajahit Party,635,4,639,0.05
17,DR. SUNIL NAMDEV PATIL,National Black Panther Party,626,7,633,0.05
18,KRUSHNA HANMANT DESAI,Independent,602,2,604,0.04
19,IRFAN ABUTALIB CHAND,Independent,595,2,597,0.04
20,MANE ARVIND BHIVA,Bhartiya Rashtriya Dal,558,12,570,0.04
21,SANDEEP GUNDOPANT SANKPAL,Independent,541,3,544,0.04
22,KUDARTULLA ADAM LATIF,Independent,465,2,467,0.03
23,SALIM NURMUHAMAD BAGWAN,Independent,334,1,335,0.02
24,NOTA,None of the Above,5932,51,5983,0.43
1,DHAIRYASHEEL SAMBHAJIRAO MANE,Shiv Sena,518334,1856,520190,40.14
2,SATYAJEET BABASAHEB PATIL (AABA) SARUDKAR,Shiv Sena (Uddhav Balasaheb Thackrey),504181,2583,506764,39.1
3,RAJU SHETTI,Swabhimani Paksha,178866,984,179850,13.88
4,D. C. PATIL DADASAHEB / DADGONDA CHAVGONDA PATIL,Vanchit Bahujan Aaghadi,32591,105,32696,2.52
5,ASLAM AINODIN MULLA,Independent,6107,4,6111,0.47
6,ANANDRAO VASANTRAO SARNAIK (FOUJI BAPU),Independent,4944,11,4955,0.38
7,TANDALE LAXMAN SHIVAJI,Independent,4788,1,4789,0.37
8,PROF. PARASHURAM MANE,Independent,4467,10,4477,0.35
9,KAMBLE RAVINDRA TUKARAM,Bahujan Samaj Party,3968,65,4033,0.31
10,SATYAJEET PATIL (AABA),Independent,3602,30,3632,0.28
11,ANANDRAO TUKARAM THORAT,Independent,3497,2,3499,0.27
12,IMRAN IQBAL KHATIB,Bahujan Mukti Party,3172,18,3190,0.25
13,RAGHUNATHDADA PATIL,Bharatheeya Jawan Kisan Party,2146,28,2174,0.17
14,JAVED SIKANDAR MUJAVAR,Independent,1849,3,1852,0.14
15,SANTOSH KERBA KHOT,Kamgaar Kisan Party,1697,4,1701,0.13
16,DR. ISHWAR MAHADEV YAMGAR,Bharatiya Lokshakti Party,1520,17,1537,0.12
17,SHIVAJI DHONDIRAM SANKPAL,Independent,1390,2,1392,0.11
18,SHARAD BABURAO PATIL,National Black Panther Party,1356,5,1361,0.11
19,MANOHAR PRADIP SATPUTE,Independent,1063,3,1066,0.08
20,DHANAJI JAGANNATH GURAV (SHIVAREKAR),Lokrajya Janata Party,1054,7,1061,0.08
21,DAVARI LAXMAN SHRIPATI,Independent,1004,5,1009,0.08
22,RAJENDRA BHIMRAO MANE,Independent,935,5,940,0.07
23,DINAKARRAO TULSHIDAS CHAVAN (PATIL),All India Forward Bloc,674,5,679,0.05
24,RAMCHANDRA GOVINDRAO SALUNKHE,Independent,618,0,618,0.05
25,MOHITE DEVENDRA NANA,Independent,559,1,560,0.04
26,MANE ARVIND BHIVA,Independent,422,2,424,0.03
27,MAHAMMAD MUBARAK DARAVESHI,Independent,360,1,361,0.03
28,NOTA,None of the Above,5027,76,5103,0.39
